"month","year","min_value","max_value","mean_value","n_valid"
"06","2017",0.02208091394283,0.7650359471639,0.220866534040318,1661
"07","2017",0.0864166347368792,0.733474034908743,0.216683326289737,2012
"08","2017",0.0950050776588907,0.781796038150787,0.223214295324668,2028
"09","2017",0.0868113328717382,0.781796038150787,0.226085224050606,1943
"10","2017",0.068144027386372,0.733474034908743,0.225600501482266,1723
